freq,word,year,type
22287.97,fam,2010,slang
2533.12,lowkey,2010,slang
1256.17,unicorn,2010,slang
399599.10,they,2010,slang
5.15,performative,2010,slang
15660.98,haircut,2020,slang
44884.80,inclusive,2020,slang
326.05,bromance,2010,slang
1361.55,bling,2010,slang
