freq,word,year,type
75260.24,fam,2020,slang
36832.20,lowkey,2020,slang
11074.45,unicorn,2020,slang
5881801.53,they,2020,slang
7220.10,performative,2020,slang
15987.62,haircut,2020,slang
44984.28,inclusive,2020,slang
2217.03,bromance,2020,slang
3200.00,bling,2020,slang
